SN,KP,PMID,Triple,Category,Gene Symbol,Cell type,Disease,Drugs,Pathway,Symptoms,Patient characteristics,Expression level,Markers,Environmental factors,Metabolites,Fact or Inference,一级标签,二级标签,三级标签,四级标签,五级标签,最具体的标签描述
2531,KP3,39153252,CDK4/6 inhibitors#extend#tumor response in metastatic luminal A breast cancer,Therapeutic Response,"CDK4,CDK6",-,Metastatic luminal A breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
4626,KP3,39153252,Intrinsic and acquired resistance#remains#a prevalent issue with CDK4/6 inhibitors,Therapeutic Resistance,"CDK4,CDK6",-,Metastatic luminal A breast cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
6438,KP3,35201661,CDK4/6 inhibitors#improve#progression-free survival in ER-positive/HER2-negative metastatic breast cancer,Therapeutic Response,"CDK4,CDK6",-,ER-positive/HER2-negative metastatic breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
6090,KP3,39667501,Combination of CDK4/6 inhibitors and endocrine therapy#is#first-line therapy for ER+/HER2- breast cancer,Clinical Implementation,"CDK4,CDK6",-,ER+/HER2- breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,8.2.1.1.1,来曲唑
3578,KP3,39667501,Drug resistance#limits#efficacy of CDK4/6 inhibitors and endocrine therapy,Therapeutic Resistance,"CDK4,CDK6",-,ER+/HER2- breast cancer,-,-,-,-,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.1,-,CDK4/6基因扩增
6358,KP3,29844123,CDK4/6-Rb-E2F axis and RTK signaling#are deregulated in#most GBM,Cancer Pathways,"CDK4,CDK6,RB1,E2F",-,Glioblastoma (GBM),-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.1,-,RB蛋白磷酸化
2810,KP3,29160310,CDK4/6 inhibitor treatment combined with anti-PD-1 immunotherapy#enhances#tumor regression and improves survival rates in mouse tumor models,Combination Therapies,"CDK4,CDK6,PDCD1",-,Tumor,-,-,-,-,-,-,-,-,Fact,3,3.2,3.2.3,3.2.3.2,-,协同增效作用
5066,KP3,29160310,Combination treatment with CDK4/6 inhibitors and PD-1-PD-L1 immune checkpoint blockade#enhances#therapeutic efficacy for human cancers,Combination Therapies,"CDK4,CDK6,PDCD1,CD274",-,Human cancers,-,-,-,-,-,-,-,-,Inference,3,3.2,3.2.3,3.2.3.2,-,协同增效作用
3430,KP3,36548336,CDK4/6 inhibitors#are not helpful in#treatment of patients with TNBC,Therapeutic Response,"CDK4,CDK6",-,Triple-negative breast cancer (TNBC),-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
1445,KP3,28453226,"Palbociclib, a CDK4/6 inhibitor,#is approved for#hormone receptor-positive breast cancer",Clinical Trial Data,"CDK4,CDK6",-,Hormone receptor-positive breast cancer,Palbociclib,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
7220,KP3,28453226,CDK4/6 inhibitors ribociclib and abemaciclib#had minimal effects on#HCC cell viability and the PP5/AMPK axis,Preclinical Models,"CDK4,CDK6",-,Hepatocellular carcinoma (HCC),"Ribociclib, Abemaciclib",AMPK,-,-,-,-,-,-,Fact,4,4.2,4.2.2,4.2.2.3,-,下游效应器激活
2839,KP3,32297248,CDK4/6 inhibitors#represent#a significant advancement in treatment of ER-positive HER2-negative advanced breast cancer,Therapeutic Development,"CDK4,CDK6",-,ER-positive HER2-negative advanced breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
2847,KP3,39060086,CDK4/6 inhibitors with endocrine therapy#show potential in#enhancing anti-tumor immune responses in metastatic breast cancer,Therapeutic Response,"CDK4,CDK6",-,Metastatic breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.3,3.3.1,3.3.1.4,-,免疫抑制缓解
3850,KP3,34655298,"Abemaciclib, a CDK4/6 inhibitor,#is approved for#treatment of advanced breast cancer as single agent therapy",Clinical Trial Data,"CDK4,CDK6",-,Advanced breast cancer,Abemaciclib,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
6480,KP3,34655298,Abemaciclib#is under investigation for#treatment of several solid tumors,Clinical Trial Data,"CDK4,CDK6",-,Solid tumors,Abemaciclib,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.2,晚期实体瘤
5708,KP3,34655298,Abemaciclib#inhibits#tumor formation and growth in a dose-dependent manner,Therapeutic Response,"CDK4,CDK6",-,Tumor,-,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
7360,KP3,34655298,Abemaciclib in combination with doxorubicin#is being investigated for#efficacy in osteosarcoma patients,Clinical Trial Data,"CDK4,CDK6",-,Osteosarcoma,"Abemaciclib, doxorubicin",-,-,Osteosarcoma patients,-,-,-,-,Inference,8,8.2,8.2.1,8.2.1.2,8.2.1.2.3,卵巢功能抑制
2553,KP3,27986745,Drug combinations#target#neuroblastomas with mutations in ALK,Drug Development,ALK,-,Neuroblastoma,-,-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
7871,KP3,27986745,"Ribociclib and ceritinib combination therapy#enhances#growth inhibition, cell-cycle arrest, and caspase-independent cell death",Combination Therapies,"CDK4,CDK6,ALK",-,Neuroblastoma,"Ribociclib, ceritinib",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
1210,KP3,35817775,Palbociclib#prolongs#progression-free survival in hormone receptor-positive breast cancer patients,Therapeutic Response,"CDK4,CDK6",-,Breast cancer,Palbociclib,-,-,Hormone receptor-positive patients,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
4048,KP3,35817775,Datasets#inform#future use of CDK4/6 inhibitors in TNBC subtypes,Biomarker Analysis,"CDK4,CDK6",-,Triple-negative breast cancer (TNBC),CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,7,7.1,7.1.1,7.1.1.1,7.1.1.1.1,基因突变
1619,KP3,32661093,Concurrent MEK and CDK4/6 inhibition#shows promise in#advanced-stage mutant BRAF/NRAS solid tumors,Combination Therapies,"CDK4,CDK6,BRAF,NRAS",-,Solid tumors,"MEK inhibitors, CDK4/6 inhibitors",-,-,Advanced-stage patients,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
1346,KP3,32661093,CDK4/6 inhibitors in combination with BRAF/MEK-targeting agents#affect#tumor immune microenvironment in melanoma,Signaling Networks,"CDK4,CDK6,BRAF,MEK",-,Melanoma,"CDK4/6 inhibitors, BRAF/MEK-targeting agents",-,-,-,-,-,-,-,Inference,6,6.1,6.1.1,6.1.1.1,6.1.1.1.4,细胞毒性活性
3497,KP3,39707711,CDK4/6 inhibitors plus endocrine therapy#are utilized as#first-line treatment for HR+/HER2- advanced breast cancer,Clinical Implementation,"CDK4,CDK6","HR+,HER2-",Breast cancer,"CDK4/6 inhibitors, endocrine therapy",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
1040,KP3,29243224,Increased CDK4 activity#occurs in#the majority of melanomas,Expression Patterns,CDK4,-,Melanoma,-,-,-,-,Upregulated,-,-,-,Fact,1,1.4,1.4.1,1.4.1.2,-,细胞周期进程
779,KP3,29243224,CDK4/6 inhibitors in combination with BRAF and MEK inhibitors#are in#clinical trials for melanoma treatment,Clinical Trial Data,"CDK4,CDK6,BRAF,MEK",-,Melanoma,"CDK4/6 inhibitors, BRAF inhibitors, MEK inhibitors",-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.3,黑色素瘤
4095,KP3,29243224,"Melanoma patients with resistance to BRAF inhibition#are less likely to respond to#triplet combination of BRAF, MEK, and CDK4/6 inhibitors",Therapeutic Resistance,"CDK4,CDK6,BRAF,MEK",-,Melanoma,"BRAF inhibitors, MEK inhibitors, CDK4/6 inhibitors",-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.2,-,MAPK通路激活
5782,KP3,20577054,Selective CDK4/6 inhibitors#increase#radioresistance in human cell lines and mice,Regulation,"CDK4,CDK6",-,-,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,2,2.6,2.6.1,2.6.1.1,-,药物外排增加
5719,KP3,20577054,CDK4/6-dependent cell lines#are resistant to#IR and DNA-damaging agents when treated with CDK4/6 inhibitors,Mechanisms of Resistance,"CDK4,CDK6",-,-,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
2630,KP3,39499997,Acquired resistance to CDK4/6 inhibitors#frequently emerges in#triple-negative breast cancer,Therapeutic Resistance,"CDK4,CDK6",-,Triple-negative breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
7166,KP3,38443662,CDK4/6 inhibitors#revolutionized#breast cancer therapy,Therapeutic Development,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
2590,KP3,39487364,CDK6#drives#cell cycle deregulation in endothelial cell proliferation and HHT pathology,Cell Cycle Control,CDK6,Endothelial cells,HHT,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.3,-,细胞周期检查点控制
262,KP3,39487364,Phosphorylated RB1#accumulates in#endothelial cells from retinal AVMs of HHT mice,Markers,RB1,Endothelial cells,HHT,-,-,-,-,Upregulated,pRB1,-,-,Fact,1,1.1,1.1.1,1.1.1.1,-,RB蛋白磷酸化
662,KP3,39487364,CDK4/6 inhibitors#block#increases in pRB1 and retinal AVMs in HHT mice,Strategies to Overcome Resistance,"CDK4,CDK6",-,HHT,"Palbociclib, Ribociclib",-,-,-,-,pRB1,-,-,Fact,3,3.1,3.1.1,3.1.1.2,-,RB蛋白磷酸化抑制
2300,KP3,39487364,CDK4/6 inhibitors#might be repurposed for#HHT,Drug Development,"CDK4,CDK6",-,HHT,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
3280,KP3,35301407,High-risk patients#may die from#multidrug-resistant disease,Therapeutic Resistance,-,-,Multidrug-resistant disease,-,-,-,High-risk patients,-,-,-,-,Fact,2,2.6,2.6.1,2.6.1.4,-,细胞凋亡抑制
1528,KP3,35301407,Increased CDK4 expression#suggests#CDK4 inhibition as a strategy to treat MTX-resistant choriocarcinoma,Therapeutic Resistance,CDK4,-,MTX-resistant choriocarcinoma,-,-,-,-,Upregulated,-,-,-,Inference,2,2.5,2.5.2,2.5.2.1,-,新型抑制剂开发
7450,KP3,35301407,CDK4/6 inhibition#induces#growth inhibition in vitro and in an in vivo model,Preclinical Models,"CDK4,CDK6",-,-,Palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
4152,KP3,39603379,Resistance to CDK4/6 inhibitors#remains#a significant clinical obstacle,Therapeutic Resistance,"CDK4,CDK6",-,-,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.4,-,替代性生存通路
2152,KP3,39572000,CDK4/6 inhibitors#induce#long-term response in multiple metastases of breast cancer,Therapeutic Response,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
417,KP3,37894292,CDK4/6 inhibitors#are combined with#endocrine therapy for HR+/HER2- advanced breast cancer,Combination Therapies,"CDK4,CDK6",-,HR+/HER2- advanced breast cancer,"CDK4/6 inhibitors, endocrine therapy",-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.1,-,雌激素信号阻断
649,KP3,38889643,"Combining PI3K, FGFR, and CDK4/6 inhibitors#has#synergistic effects in NB cell lines",Combination Therapies,"CDK4,CDK6,PIK3CA,FGFR",NB cell lines,-,"PI3K inhibitors, FGFR inhibitors, CDK4/6 inhibitors",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
4752,KP3,39083396,Adverse events (AEs)#are associated with#CDK4/6 inhibitors,Safety Monitoring,"CDK4,CDK6",-,-,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,8,8.4,8.4.1,8.4.1.3,-,预防和处理
5083,KP3,28760782,CDK4 deletion#is associated with#pancreatic beta cell loss and glucose dysregulation in rodents,Disease-Specific Categories,CDK4,Pancreatic beta cells,Glucose dysregulation,-,-,-,-,-,-,-,-,Fact,4,4.1,4.1.3,4.1.3.4,-,酶稳定性控制
4825,KP3,28151717,Cyclin D3 (CCND3) and CDK6#are highly expressed in#T-ALL,Expression Patterns,"CCND3,CDK6",T cells,T-ALL,-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.2,1.1.2.2,-,Cyclin D-CDK6复合物
4749,KP3,39431459,Older patients with HR+/HER2-negative breast cancer#derive#clinical benefit from CDK4/6 inhibitors,Therapeutic Response,"CDK4,CDK6",-,HR+/HER2-negative breast cancer,CDK4/6 inhibitors,-,-,Older patients,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
2875,KP3,31924739,CDK4 and CDK6 activation#is observed in#HPV-negative SCCHN,Disease & Clinical Categories,"CDK4,CDK6",-,HPV-negative squamous cell carcinoma of the head and neck (SCCHN),-,-,-,-,upregulated,-,-,-,Fact,1,1.1,1.1.1,1.1.1.1,-,RB蛋白磷酸化
6430,KP3,31924739,CDK4/6 inhibitors#should be investigated in#HPV-negative SCCHN with high Rb expression,Therapeutic Response,"CDK4,CDK6",Epithelial cells,HPV-negative SCCHN,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,3,3.1,3.1.1,3.1.1.2,-,RB蛋白磷酸化抑制
7183,KP3,31924739,Biomarkers#may enrich#population benefiting from CDK4/6 inhibitors,Biomarker Analysis,"CDK4,CDK6",-,-,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,7,7.1,7.1.1,7.1.1.2,7.1.1.2.1,CDK4扩增
2441,KP3,39500869,CDK4/6 inhibition#is combined with#endocrine therapy for ER-positive breast cancer,Combination Optimization,"CDK4,CDK6",-,ER-positive breast cancer,-,-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.1,-,雌激素信号阻断
3774,KP3,26923330,Palbociclib#is combined with#aromatase inhibitors for ER-positive breast cancer,Combination Optimization,"CDK4,CDK6",-,ER-positive breast cancer,"Palbociclib, aromatase inhibitors",-,-,-,-,-,-,-,Fact,3,3.2,3.2.1,3.2.1.1,-,雌激素信号阻断
6835,KP3,38262581,Treatment options for liver cancer#provide#limited long-term clinical benefits,Clinical Implementation,"CDK4,CDK6",-,Liver cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.2,晚期实体瘤
1519,KP3,38262581,Compound screen#identified#inhibitors synergizing with CDK4/6 inhibitors to induce senescence,Drug Development,"CDK4,CDK6",-,-,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.2,3.1.2.1,-,永久性生长停滞
6064,KP3,39090361,CDK4 amplification#was observed in#9.8% of ER-/HER2- mBCs pretreated population,Cancer Association,CDK4,-,ER-/HER2- metastatic breast cancer,-,-,-,-,amplified,-,-,-,Fact,5,5.3,5.3.1,5.3.1.1,-,CDK4扩增
5668,KP3,31555743,CDK4/6 kinase#is dysregulated in#melanoma,Cancer Association,"CDK4,CDK6",-,Melanoma,-,-,-,-,dysregulated,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
1961,KP3,31555743,CDK4/6 inhibitors#are being evaluated for#melanoma and additional cancers,Clinical Trial Data,"CDK4,CDK6",-,Melanoma,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.3,黑色素瘤
3735,KP3,31555743,Combination of CDK4/6 inhibitor with mTORC1 inhibitor#has#increased therapeutic efficacy in aggressive melanoma,Combination Optimization,"CDK4,CDK6",-,Melanoma,"CDK4/6 inhibitors, mTORC1 inhibitors",-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.2,-,mTOR抑制剂联用
396,KP3,38266771,Metabolic reprogramming in breast cancer#offers#personalized treatment targets,Therapeutic Development,-,-,Breast cancer,-,-,-,-,-,-,-,-,Fact,4,4.1,4.1.1,4.1.1.1,-,有氧糖酵解增强
7402,KP3,38266771,ERα-positive BC patients undergoing endocrine therapy#can develop#ET-resistant metastatic disease,Therapeutic Resistance,ESR1,-,Metastatic breast cancer,-,-,-,ERα-positive,-,-,-,-,Fact,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
852,KP3,38266771,PMM2 reduction#affects#hyperactive phenotype of mutant and proliferation when combined with metastatic BC treatment drugs,Mechanism of Action,PMM2,-,Metastatic breast cancer,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
6686,KP3,38266771,Reducing PMM2 levels#re-sensitizes#ERα Y537S-expressing cells to ET drugs and CDK4/6 inhibitors,Mechanisms of Resistance,"PMM2,CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,2,2.5,2.5.1,2.5.1.4,-,生物标志物指导
7813,KP3,29739788,CDK4/6 kinase inhibitors#target#G1-S cell-cycle checkpoint via RB tumor suppressor activity,Mechanism of Action,"CDK4,CDK6, RB1",-,-,CDK4/6 inhibitors,G1-S checkpoint,-,-,-,-,-,-,Fact,1,1.1,1.1.1,1.1.1.1,-,RB蛋白磷酸化
1932,KP3,29739788,CDK4/6 inhibitors#were FDA-approved for#treatment of breast cancer,Regulatory Documentation,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
2103,KP3,29739788,Palbociclib resistance#acquires#broad resistance to CDK4/6 inhibitors,Therapeutic Resistance,"CDK4,CDK6",-,Cancer,Palbociclib,-,-,-,-,-,-,-,Fact,2,2.5,2.5.2,2.5.2.4,-,生物标志物指导
1881,KP3,27124835,Toxic effects of treatment#include#neutropenia,Safety Monitoring,-,-,-,-,-,Neutropenia,-,-,-,-,-,Fact,8,8.4,8.4.1,8.4.1.1,8.4.1.1.1,中性粒细胞减少
6151,KP3,39730704,Combination of CDK4/6 inhibitor and endocrine therapy#is standard for#HR+/HER2-low advanced breast cancer,Clinical Implementation,"CDK4,CDK6",-,HR+/HER2-low breast cancer,"CDK4/6 inhibitors, endocrine therapy",-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,8.2.1.1.1,来曲唑
5750,KP3,31444334,Combination of CDK4/6 inhibitors#is used to treat#HER2+ breast cancer,Clinical Trial Data,"CDK4,CDK6",-,HER2+ breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.2,晚期实体瘤
5621,KP3,31444334,Acquired resistance#emerges rapidly to#anti-HER2/neu antibody and CDK4/6 inhibitor Palbociclib,Therapeutic Resistance,"CDK4,CDK6,ERBB2",-,Breast cancer,Palbociclib,-,-,-,-,-,-,-,Fact,2,2.1,2.1.2,2.1.2.2,-,MAPK通路激活
4659,KP3,31444334,Combination of cabozantinib and immune checkpoint blockade#overcomes#drug resistance,Strategies to Overcome Resistance,-,-,-,Cabozantinib,-,-,-,-,-,-,-,Fact,2,2.5,2.5.1,2.5.1.4,-,生物标志物指导
4285,KP3,39617889,CDK4/6 inhibitors#display#anti-tumor efficacy due to mutual exclusive dependency on CDK4 or CDK6,Mechanism of Action,"CDK4,CDK6",-,Cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
1545,KP3,39617889,AMBRA1#acts as#context-specific inhibitor of cell cycle progression,Regulation,AMBRA1,-,-,-,-,-,-,-,-,-,-,Fact,1,1.1,1.1.3,1.1.3.3,-,增殖抑制
958,KP3,39617889,AMBRA1#regulates#key components of mitosis including aurora kinases,Regulation,"AMBRA1,AURKA,AURKB",-,-,-,Mitosis,-,-,-,-,-,-,Fact,1,1.1,1.1.2,1.1.2.3,-,复合物活性调节
4512,KP3,39769028,Ribociclib#shows#limited efficacy as monotherapy in colorectal cancer,Therapeutic Response,"CDK4,CDK6",-,Colorectal cancer,Ribociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.1,-,G1/S期转换抑制
3729,KP3,32377705,CDK4/6 inhibitors#are effective against#luminal androgen receptor subtype of TNBC,Therapeutic Response,"CDK4,CDK6",-,Triple-negative breast cancer (TNBC),CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
3672,KP3,32391377,"Cyclin-dependent kinase (CDK)4, CDK6, ERBB2#show#transcriptional differences among immune subtypes",Expression Patterns,"CDK4,CDK6,ERBB2",-,-,-,-,-,-,-,-,-,-,Fact,1,1.5,1.5.2,1.5.2.1,-,关键转录因子
2362,KP3,32629666,Palbociclib#is indicated for#HR-positive/HER2-negative metastatic breast cancer in combination with fulvestrant,Clinical Implementation,"CDK4,CDK6",Postmenopausal women,Metastatic breast cancer,"Palbociclib,Fulvestrant",-,-,Postmenopausal,Selective,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
2892,KP3,37330448,Palbociclib#is effective in#treatment of metastatic or unresectable liposarcoma,Therapeutic Response,"CDK4,CDK6",-,Liposarcoma,Palbociclib,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
6153,KP3,39322687,High phosphorylation levels of PI3K/AKT/mTOR downstream target p70S6 Kinase (T389)#are associated with#shorter PFS in patients treated with CDK4/6 inhibitors and ET,Prognostic Associations,"CDK4,CDK6,MTOR",PI3K/AKT/mTOR pathway,-,"CDK4/6 inhibitors,ET",PI3K/AKT/mTOR,-,-,Prognostic,-,-,-,Fact,2,2.3,2.3.3,2.3.3.1,-,磷酸化水平
1110,KP3,26455641,ESR1 gene product#is expressed in#largest molecular subtype of breast cancer,Expression Patterns,ESR1,-,Breast cancer,-,-,-,Detectable,-,-,-,-,Fact,1,1.5,1.5.2,1.5.2.1,-,关键转录因子
3186,KP3,26455641,Antiestrogens and aromatase inhibitors#improve#overall survival in ERα+ breast cancer,Therapeutic Response,ESR1,-,Breast cancer,-,-,-,-,-,-,-,-,Fact,8,8.1,8.1.1,8.1.1.1,8.1.1.1.1,HR+/HER2-乳腺癌
7556,KP3,26455641,Tamoxifen resistance#is explained by#pharmacogenetic factors,Mechanisms of Resistance,ESR1,-,Breast cancer,Tamoxifen,-,-,-,-,-,-,-,Inference,2,2.1,2.1.1,2.1.1.4,-,ESR1突变
4988,KP3,26455641,Drug combinations with CDK4/CDK6 inhibitors#extend#recurrence-free survival,Therapeutic Response,"CDK4,CDK6",-,Breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Inference,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
3109,KP3,26455641,Improvements with immunotherapy in other cancers#may translate to#ERα+ breast cancer,Therapeutic Development,ESR1,-,Breast cancer,-,-,-,-,-,-,-,-,Inference,3,3.3,3.3.2,3.3.2.4,-,协同免疫激活
5076,KP3,33812473,Neoadjuvant combination therapy#is#a standard of care for HER2-positive and TNBC,Clinical Implementation,ERBB2,-,Breast cancer,Neoadjuvant therapy,-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.1,-,联合芳香化酶抑制剂
7914,KP3,33812473,ER-positive tumours#are treated with#endocrine therapy and chemotherapy,Clinical Implementation,ER,-,ER-positive tumours,-,-,-,-,-,-,-,-,Fact,8,8.2,8.2.1,8.2.1.2,-,联合降雌激素药物
478,KP3,33812473,CDK4 and CDK6 inhibitors#are used in#metastatic breast cancer treatment,Drug Development,"CDK4,CDK6",-,Metastatic breast cancer,CDK4/6 inhibitors,-,-,-,-,-,-,-,Fact,3,3.1,3.1.1,3.1.1.4,-,增殖信号阻断
1870,KP3,33812473,PI3K inhibitors#are used in#metastatic breast cancer treatment,Drug Development,PIK3CA,-,Metastatic breast cancer,PI3K inhibitors,-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.1,-,PI3K抑制剂协同
7259,KP3,33812473,PARP inhibitors#are used in#metastatic breast cancer treatment,Drug Development,PARP1,-,Metastatic breast cancer,PARP inhibitors,-,-,-,-,-,-,-,Fact,3,3.2,3.2.2,3.2.2.4,-,多靶点抑制策略
2638,KP3,33812473,Anti-PD-L1 immunotherapy#is used in#metastatic breast cancer treatment,Drug Development,CD274,-,Metastatic breast cancer,Anti-PD-L1 immunotherapy,-,-,-,-,-,-,-,Fact,3,3.3,3.3.2,3.3.2.1,-,PD-1/PD-L1表达调控
1525,KP3,35100692,Mutational and copy number aberration biomarkers#represent#the cyclin D/CDK pathway,Biomarker Analysis,"CCND,CDK",-,-,-,Cyclin D/CDK pathway,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.1,-,细胞周期蛋白
5644,KP3,35100692,Mutational and copy number aberration biomarkers#represent#the FGFR/FGF pathway,Biomarker Analysis,"FGFR,FGF",-,-,-,FGFR/FGF pathway,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.2,-,信号通路蛋白
6128,KP3,35100692,Mutational and copy number aberration biomarkers#represent#the PI3K/AKT pathway,Biomarker Analysis,"PIK3CA,AKT",-,-,-,PI3K/AKT pathway,-,-,-,-,-,-,Fact,7,7.2,7.2.1,7.2.1.2,-,信号通路蛋白
581,KP3,37143728,Metabolic pathway inhibitors#could be used as#anti-ER伪 breast cancer drugs,Drug Development,ER,-,Breast cancer,-,Metabolic pathways,-,-,-,-,-,-,Inference,4,4.1,4.1.3,4.1.3.1,-,关键酶活性调节
4085,KP3,37143728,GART inhibition#induces#ER伪 degradation,Mechanism of Action,"GART,ER",-,Breast cancer,-,Purine de novo biosynthetic pathway,-,-,-,-,-,-,Fact,1,1.5,1.5.3,1.5.3.2,-,微小RNA
